source,row_index,text_sha256
official_train,1953534,fd775b837da89b48c8b3493ab43d9a33bbd6098fbc60c6de8b9da13840fa8e88
official_train,2050941,daea734df9cc8955d29d07f108e0e56e32f5b18813268e3dd387210f0de58722
official_train,383980,d3530d5ef2713644b5ad5ab4a6a9bafe0f04179befb14ad093a81dbbf4b31354
official_train,852570,7efb5cbf4bb5c5a8bd3ba040630ab79bc9cc99a542c8436cb2238a69fb64f599
official_train,2325715,ede95193e37f8e2735d908b30c535bb7b2934ea90f5a8029c93d389c768cb34c
official_train,2883539,b8240ad61189014e90eaa7031e90c31bd2dc236f779e847a02e58e684fd07369
official_train,3044521,4ed2a55ba704a70e797016e6e77e14b62eae53c98e563db580d0bfe13654c293
official_train,1365700,d5c852e73c51940b1428860d3d1681ec69cee4dc8cdd81a12b2d51d83709da91
official_train,3452353,bdb9ea6480a7fcb6a14718da00bc9be2a0c2388e6498a5b8e1c3b05650a5b9d0
official_train,1605663,67e1c1572337957d01b6b5d8143da29e0b9606b782f2e8a6a5bfe45aad04d62a
official_train,1683175,f5d4ea3726ef128ec6dcc4216aa987d291693a189a4cb4ec874ddda8dfca2971
official_train,929392,3a70913bd077632a987c8b197b9ba552f361e4082c851b4dc50dbd67292e8ad7
official_train,3078934,bf6e7f82ae11912d70cee4f6860b491500a798414323d41a65988428d6651aa7
official_train,1682824,04c02f990e3b1e680bf20763b13e057d081bce1cc543c7e39199230e62b01426
official_train,3589477,95620a5819e2e71e8381d2663e9da2be28d1bec6e71e846ae343d2eb523b136f
official_train,3159804,e9c5047aeb3c5aae1dd7dca586dfe0334ad8755e26c74ba238a7372ff5115e75
official_train,3131950,e4fcea651432fed505fa2a8a5adb4fb3986f403c124729a689bbe0f82457ef14
official_train,700262,a70ba836856571df19ab0fc6ffeef62e70514d185d5970868bbaed1570798bd5
official_train,824885,741c9f16d5ec4e71e4a60782fd369d9af0ae72f0b4df8297381bb31af557b893
official_train,2541063,5fe16b696a96011cddb64caa92e7c79ef683ef3dba15767ab5a7603a05fbd61f
official_train,597493,bea653080bf74d9e6f523b8e672c7f58048247e951c648a5683e383ab1b957bc
official_train,2084103,5d661c475efffd626fc8e5ae5a689c2be3581232d66d309fb4bc47dd8f824052
official_train,2468274,828c3c75987fb646ee1c6822e9230fd24d20879a3da976fe03a387f21a37c5c7
official_train,349734,afe37a8b1d9fb87e0b3373ba6f71377c8f8ed67a75371d4f3ef21623d309a459
official_train,2886213,10cde31eac47aba14fae8295d233f041a405ea9aa4431999568a868228c6ac8e
official_train,1687811,445f681c1254b005f40f9bc5198cf455fd83e743e68346cb2b16b4a858e03a21
official_train,902599,77de8a1cfe47f2d9b4f3dcc2fddbfad85eaf0e8c1cb09d7d56d65b6c25e06448
official_train,3178531,7c849421a370495fe97ec9a4b49bd65f39c8195ccbdb3d8126171e0307c00cde
official_train,2528784,ab1e792594d7f7c4a0fbafb407bd216548e8ff242dff05d9547ada0b0785769b
official_train,2947358,75687cf9ce1b4e4e459e21bc03385d38854940b36775c89c4cf066a1449fab69
official_train,373601,17e522bbe09f47682211223d13c6c1eb767e7c491eb25bd29bbacdcd4f3b8671
official_train,61654,c8cb2997068a48949cc29bc78da644146a9827f920d554d76ddb41a1cafa6359
official_train,162569,5db02a0f354ff9a65d25fd06312d2aca49376a044af02fcdf49cd6df3a708c2f
official_train,790789,32bbcb2a4284f3c1c48d4330b0de595d98c354edb5b068fc75c9359330bfa70f
official_train,3308969,2951ddcc5c92c71485f5e13f8617d0d2f9fc2594966bc1c38d2b578550769ad0
official_train,1100516,0f4d93f4d68e039efa8b902ec206bc3b02e2cb4c6bdc71ef19228738f082ecfd
official_train,1909178,0507dfcc161537348bc457bcbd2bddbe907d67e1b204a85e582ab1d1b5ced1f6
official_train,3308244,d1fba4303cc86d892e986a6f40710c34cfca935e0216a9083b45c1f205d56ca3
official_train,3435514,2b236ed004a5e8ef43bc6d325495090e925bd006c93d6f3d3db5645fcef798f7
official_train,2500582,5d34306af9f8bd37cf3079515d581e710e1cb0e64ff8252e10e7b568f8781318
official_train,3322560,c90135d9d7832de89c6ce7c31f702a039c80068c412e5521e3390a8a970b7b81
official_train,2050758,c2e019bf845e2eacee4216dfa29115dc948b1a7c6dd2df3900edd7195125c572
official_train,3563278,c8f91d2cfd00b32cca6785c19a3109e2f088e5889f73178e5651519de925f85f
official_train,1265212,0a92004c0e8abe75e808eb1896701ba377121da10c304b2065aa4219db44b0b0
official_train,3528767,27d94b77386bb279c54a78071817e332dec6764b78e4c7f443ce9ee3bc82aa2c
official_train,1357062,02e83f21518815903b95645842643ed8818f9efb4010f81e4e7f40f9927995b8
official_train,2336703,e4208cf2426cd70801a971fb39f8ab2f7b7a3dca3a2637bbab1e2d216493e0a2
official_train,1026805,9bd2d4131b58ec7dcc7e1407ddacddd3509109b8818bc74aef1150b33aca5ad9
official_train,783949,5e338ac84d47a2812ef8a342844c82f02a05e794035d550bc4e1087ea34633ba
official_train,3022346,bf6c7238ebf2c8d155ba82a9e6bbc1cbdbd4d288a0ced3a45641a5b4b5327f71
official_train,1826792,15081ccff0cfbd5f33f76c51d7c2a71feee7769362fe40871af72fe09774de87
official_train,1429800,72b542ff04a0fc2a22d657727312d2347ec1da61b4bb6adf342861c181428fec
official_train,1406289,f52a2ef5966a6b30d359dd9d4cef1e5df63ec374d9722c0f491f2187b84812bc
official_train,2918421,4c8865c2e66040d647e3ef3f7b3d0c99614320376eac4311efaa73ff4072164e
official_train,3100507,fff35c38f53c13356ffb590453fcbed8ba57464f445e66d89304308cac7515c4
official_train,101368,3d0a12d116cf2f34ec0dda8f07fa5702a628b25d2c3859efd4365b4cbe0a8bf9
official_train,26249,fa74ca74818b2033abf7303e83f27c7cefc05a96ef236fa709f6b913e9d37440
official_train,2397778,7642f3d8af46ff8654676ba867709c3fc150ae32ec790ce68a463be575923ab6
official_train,994418,2012acec61403f4e9869809540ac8c1a22648839d1959cb18ec3f0ecdc8b322b
official_train,2764306,7a8eb79335e0d4f82897d83b8ae2e80514dfcafb5ba1eb701a422b9a1155305e
official_train,1146612,77ab0bec966fd44d25c94c264800179b25df9edcfd0b4a7fca1f79cf02c8c5ac
official_train,2899928,a8bf8ea600d6d2dc99099d653174812b8370915fa68c606d34c5d93390523655
official_train,26593,1896d4196c941c5a49d1d6f32cd903181116acfbb59ee0a7f98be9977a950a01
official_train,3092122,0a1262298ac8825a82adc769e90af8215d808eb57f97270b87d0c6f6c8596c96
official_train,3158680,2d4c49f12b5efaaa5e26435de942044443a54c6387b05d3a2f6980d92f436adc
official_train,3128036,70a72563ef62a67842928f3e00651ef14fabbe8fcae26e0c03dd55903aeed152
official_train,3130497,1c7483eba4bf226cb41c277e838c717d8303a414b3f14eb5bee091e7b5f55687
official_train,3004428,2050173ee3063e2ee3084d0e3bd417341cd59e218539b1565d4c1e523442ba5d
official_train,135917,c4ec0a88193b110e1fb0ddfa8e55435f930133ab7633b284f67a49b3cd5f8125
official_train,308663,e08ed0745f43c4fe9af930cf44371fe9e759432a34ba1f0af9067c8e51accee0
official_train,1792174,4d2a53b5817f81f63a59013b7ec4d0874f988245b41c32eb707e6a2974776097
official_train,2856166,e831fa8d12a1be2a320ee7904dc1952d02c95bcb920041f8f1f28832f8a5ac13
official_train,1699988,e79b73ec228d5116470b25bb6ecf65fe82c76eac74d494de691bd38156a2a82b
official_train,2156902,bb978e52e9e414a2473cf1e70cdf22ed2ba3077f30f4d9df8ed167bbebdbc1b4
official_train,3206155,dd57df72b9b489756a1fd41406897327c8539a4e788b551eb465540bc938087c
official_train,2764618,92adb1651d81f526e0ef7dc6c73d2536c6033d65313a4ccd031468db4ecfb177
official_train,1401834,31babe4592152e65d7c9d5bae0f0b19c90b268890ea07bcc37a5606a3f5bd50b
official_train,3420941,5979cced7f1a3009b2eceac0a3a9402b3e427c6124e62b0288762dfac246ef5e
official_train,3204506,ae4bd383ce4e2d26407716759f9e7e63d30594cd74f83481f762fd616a9f6b61
official_train,1165172,373d9f7a26cbb5d59fae5e81d4d4e78403cc9ee23e7579f7513f5f087e173d41
official_train,2122436,0a3b038acac6a5aa16e07039257f2b76920e3b3dc20a9c7d57d4e035fd81a14c
official_train,322551,15b50eb798f2e0e5e97259e4db838217d89b514402b613b9f50392afba72ec8d
official_train,1626622,8c9832dd6f3ea50dc1f3ffb11cf94bf1ebd398e2f80ae203c310961aecb97208
official_train,917271,68aea678aa399b62c00daa023414ad1439be072cffb764dff868b0acd4b2a3a4
official_train,1237656,a228cb9c2f6e41f94f81b5d077304aaa2d0d81c2032761397254076210eff57f
official_train,3548873,fe6722f939f903adf219a6a442b2a761a6b4468a1f3a8b66606207bba1abafce
official_train,3134493,5432254ae90e302ecd86b07e82acbfd987b7a86c4739d399d05924e2266660a7
official_train,3540689,e63355ed5adfaf4cfff0c7d2d82e77e25608812b5c0c2ce2b9a0919cc9d92131
official_train,3284239,0f6d0c0fbe5f2adb39e562893b3437853a2f5c6ca5ab29032f25713e92e23e34
official_train,1732536,306f1a208bf242d03cff5158afa676027e27230510aebc76f8fd435dbeaa09d9
official_train,3198909,6f85e1cea2c4df7f807f4e3d5c29b47fff9091b91b5c5e14006ae33ce1e7f081
official_train,3406966,4a0f6c2145e52bd664841143b6a39c4b893d22fda7b9e7e609101d50753a753d
official_train,2212344,e211b9f08021751570274fc5c58b06ebc8855ba1772a2f96def1922433d22383
official_train,2833580,941370a70928889f06ab14153eb611b4a6451fd08cebda1fb56fc7283f257f59
official_train,3535701,5282cb63a2d6bd3bcaf4c097c9c1737b977586b24308d27859483102bca0db38
official_train,2841534,61e74c82ce3e75a2622ea05f08b1c1ed464b4cc1b4a9e7bb7d642191a2ad1c62
official_train,2643134,891937b0ce74d4d9f8b4ac3f2a8a62ddc03c469b407748972df49d2c2a4b2abb
official_train,834433,4bb5bc7489c57b9d4405afbe07c8149ac901da815977d9965dac8fe5928ffd62
official_train,2213635,82af5aaf25aca98b0c97f740c84a6a07c00046ca2f5996561354ebb607f62103
official_train,1202374,1219e75b9042366cfa4ee1688bc7aecdc8dea87b94663e6f8f384dd242945b79
official_train,1119779,091ff3814498ff02118a3cf2e5a884cf65078af123d15c579003dc28d648a705
official_train,1427503,42f3a84a0f17afb64d09e770a0a6689fb54663772915c0bd7f9f234f56d2c94e
official_train,2716925,2c7ed52aa3a661a04d074e1e6e11fc0273831a43eae3a343d28f2f6fbfe6ce2b
official_train,2379370,3e363e4479ed86cdb3e31739eee3833f897174001ecbd3439bf45ccef7791bfa
official_train,3409443,a14964dcf83f63d34c3e64f0263da1963ba955811c22d7c4b60a3c78559621ce
official_train,1908861,adca895d6e7cc4f32136b45db22dbaf6c7466cb7fa65cd14176ac79727841beb
official_train,2793650,88e4ee6e841e8692765b07e2997383cf6728c9312ad93e7851f5c5cf056367a7
official_train,1531926,b16f4d63a155cd176d828df3da70c3bb8f77ef1668d143b117c5639931ca2d28
official_train,645936,d8db6c83a85b29464887733b0caf6389cdf7f50350954cb1b59b5a9378ae1aa1
official_train,3142583,cc7e6d750a7c552a77efa386c993cc83720b31f7eecc152ba32a598badb60b69
official_train,3493081,8a8ecbe45ee68c1a1abad432f543360c94f107f2a83685f3f792bef61e37d595
official_train,487792,e7b50791fdbe0820211b549e7d898bbb84915e8d70a9ef0328491c1b6ddc3b6e
official_train,2457188,ec2ddcd00a88e2e77be61d88ec86b579517b0a2d300ca4203c05203d315ae906
official_train,1701012,1219c95b4d3981974c6e506ba750e384558a0cef3f3d0b02b7a66a6e8f465ade
official_train,261131,35c725865909a702169b9cac7a86eed23707988256d0a1806a8fe4d9749d05a5
official_train,2459320,2b1b11b5bd6aa234ff38d3b77b368f711d38923d17945f76798237a963f26c42
official_train,2120042,e9897dcb3faffcc4311d04e55fb994c4e35a63e14e1db1715d03b2756fc1834b
official_train,3405747,8ca96c0799ad0291b73d47fe0a7caff3752b00593b162d456f84fb043d61f61a
official_train,871547,2fcf3734557c2ab4513d7bb1bd30b75b1ce55a0bb7b0e3a31da55ef50ff70dbd
official_train,1300984,a2385c2e81cdaa6543785db469688ffa11533b03bd873651b627ba9df7297dda
official_train,3371212,df931066dda0374be8cbee8a8ff195335f902cb0193e63168d3d079f34c14d73
official_train,389161,024fc352898d3fe42bf8d65353e2bf6b1ca76ebda06a850588acdb0a8091546a
official_train,3208960,7f4e082bda0fedfebc130ed1a75854ca9865d575e90f5c2fdfe9ce35137c3a93
official_train,325165,781ef11c83749947590d05bfb84311b0389ef530307c0914e7794451376e64a9
official_train,1708491,ca7cf5775c93f35f8206be92080dfab6991ea88a3e06dfaccafe02b4f91a834d
official_train,1741117,c50a9684bc9cf0378778d8fe0fc8d2a7526258f5493efc056b353ad3d1f569a2
official_train,306996,53ae5e1dff7d5a7f69dad55d0a9297b8a1bb435f3ee46b0e31f0a5f60f0e7d9c
official_train,2815910,55afd911e38ffa610961035e8d65dfdef95f9b29dee245e1934be22e1be1518f
official_train,2017822,bf2ff5d6f7427e9a6efc4774612aa3a058b06a8e9986700f93d81a8a7750cd56
official_train,3045092,d0f2ac66da4e7abc23eb3b156582d01de232649e39952d9b9c5690f11e99e817
official_train,743182,0d79fdd27721de2bfb3f2d9cbb7742f1c35b00825a13ac0f1c68a33233d97bf6
official_train,2388798,dc5b926b9c3da64f0bc40c84ab4924805c0e6c6e07e4d6c44d2d2840eb56bde1
official_train,1339232,94dff613b2a3025499fb07ff238328d5ac25140e0f919becd405d7a0f8068cef
official_train,756550,40be8db7125f23ac1fc00c8fafecd7417aca9162340fcc5c58787c6d0cf27fdf
official_train,1237943,2d1377c1170d87a8641082fc62dfb87e00bc0868f3111a2834174373face2331
official_train,2788906,fb9f69368cea6b153e9e1a00e3446a939870e73b8b0e31852181b1102d062010
official_train,407023,b5d06c082fab281e3fcd23a159e38a97d4038d1bc1b77dbfc9d611b989a51d15
official_train,2014308,1fbb2db351234f03ec27831fe6a92e68a54437d66875aa7cab7af51a0c18b4fc
official_train,507021,8ff74b5ff7d46328ab2779426b91256e8bff8cdf90855c6ac3d0a60487cc4bfa
official_train,3016883,1ed2514feeba2de6e33ab128e31a5ba50bcf6e16dee528356d49613fc8625140
official_train,2320045,02aff3c547f0a40f7e625f5c06f4fcf1d17ad87883a27cc196818e9e13339ab7
official_train,1895648,fc06ee4a7bd9bf4fd47f719aa3d3e329fe93976b1ce475f698742833bdedca4f
official_train,635947,20a0725739627fd942b1bdf6b3e0aec4532147b1668afeeeac74986f5106f3fc
official_train,497959,5f789ee05bb2f94176e286d697ea83dc91d6bc5a99bc761f2e3caa167ea2db97
official_train,3480048,eb87e11354aa60893a9b44d8dd2e862342ca3625e94781beaa2b5283a0e3f593
official_train,2049213,c5b7fe22df126bf91e8b7b087baefe68ca207f5650a23f0153ad9b86c3eda931
official_train,2959337,875f4e3c3d5a9165d857638744fa3294e78ef21f6fe9e32756dae872ac1e1b8a
official_train,1280278,9f7e1cbfa129a4d0e40206ae114fdf8890763ac355ae9c1f0e57d85038db2213
official_train,2070387,7b82414c9f027908b1b89484f9348fa0423d3debacabd49381eb5e683daee068
official_train,3380307,37eb0a2bfabfedece5adaa6f67be7f1b6b32ae8c34bfc927fe9208a2519decb5
official_train,3102616,49e1d159739977bc4650cb1077846595dfe614be041e188b6843cfa3ca4e422f
official_train,235018,e240b6b826065afbeda38a6fa6b76e0b46c8b7b2d231b4c905ac249fcd494143
official_train,2435530,cf9381224722b89f42715c71ce030afd53d7accc58230d2429a16b7e2d71fe81
official_train,958531,e1b5d7943dfe13c04ce8568143537d4bf26c75bc48b0a6457ec0d78463dfbdb0
official_train,2671669,ccb430e8aba3bd654712aa9b24cfdcba6a23ace6cc5938b15a13070a04d84d3d
official_train,2994859,77583ea9baebdf365a8cb6c0e17f27c5347e1dd064ebffb538640a1868aa474e
official_train,2563230,a03fdbd62265afd495a4b1674387e4af40454a10d95421ea4b2fa6303433edb9
official_train,3556837,ed0f7c925af3a9acba1e1b3e10c8acb19c0c033ee5673b54fe5f2474904fe21e
official_train,329548,08825e8555a16a65226d776ea125a25a3ecbf514e784c459156520bddf72f53a
official_train,3220621,185142f277c518b8ddc2f36ae77716105c0a9d3e17aeaa9d06a7f98ef0924254
official_train,375244,ae9b4ad22ba951547158c4de19d3216005a10c4ab7dc1a5bbed36b98b3a3bc89
official_train,422867,0fb6bb2cbfb816e9462726afe176a6359f69abbf702ecec2de9aaeede386ca59
official_train,2318440,7c0047344e8a7dfb5c8f243716029a70b67a0f88f81cd1a323d16a4a987b1064
official_train,3110806,bbcef72c09d924502e07e12aa0618e661986203e507edc2044ac38f40d5b72f5
official_train,1519024,18ff46483f9edb03891b248f4015be8ba40f4983048c1cf9dbb2f9036fbf4c6d
official_train,1872814,8c3c4c22e6ea251032dcebc49fc5caf00ff77bf43a5dbb3007021da752be77a3
official_train,1457801,014ad11f5c5fb49758d890f144b04366fa67eaea37f1d010b2cd61e5e8398cbb
official_train,237405,ef5c20a24e8b3e13af1a8705d4086c6936508c057aa4d004dfdc514dac1611da
official_train,1342787,7fa3525760a0110246453a64b2fd7c0fb14070afdce6c299592f163469a3be72
official_train,783486,603f2d27442c4de67b1d6803a8d4ab49f1ab977abe9ce17bd88a1a29f630238f
official_train,1396455,c37be04a5f7d7b5632f2a224d5ffd149a09a9da2d55438fec7e73f1f17804a67
official_train,1322018,bf9d606c1ec9b2257b4261f8cfa9e3cfc0a8bbcc49d99e652fac02218cd8dbe8
official_train,247497,067b9fb990d95a468131cb4e5570a26975fa499d15f70106db4cef3caa70f7eb
official_train,1495592,203b4865b5c6569c344a818822a20484f847bd8c23bf6936e2924d1c2c78f488
official_train,1090773,b6c513c8c4557032ec607038920132935397c18c83235b992e306e8d9a549f7c
official_train,1230490,a57ba61e3a03771abe40b458cb29649cbdf18eb7fde96dee432718b238671c55
official_train,794653,a2a933c996ff5124c900ce713bd5978a45f0234db699e2b685f39b37a54b3c9a
official_train,6568,55a2b99f0f2dde963c7e7319b07a7bf8bb043d846f8822811b96b52efa84f6c2
official_train,2944372,00129b9583ab56655accdd23039756c585adf89431e091d13b7acda9d528e488
official_train,387403,a0e6facba367e0f291aba657587a22c07b9091273815648be4406cf1ee12cfac
official_train,1638379,7cb2c69f416933772e47d595b4a0ead06de7f4ed20d6c628987d2150617f60a4
official_train,2660517,8c1d494e0186e821aa8abd7c148e279f00dc589cae4bed084aca331ee76794e4
official_train,543574,65d941608645a3cee5bbf3dcf931f554ae6999bd445f4f53a47a816962d44817
official_train,615,78f9702427506101f7071ae38fe9206ef9fdbfba7eb0326e961965dd319a0131
official_train,980388,a449e792f03cead63db472fb6febecb7f4baf1d428a14f0d23fa5fc8ce214daa
official_train,2184658,d1b217fa1876a0fa11fa04f61222962ff2516ea9961f28e94a8f238158474223
official_train,2995664,301fdaacb920c083df1c46027bb30ee11ea1c16de4fa715049176e1ce3ee00e8
official_train,2101279,781c495d88cb45c543e0b48045724e674bdb65e45d2effd40ca590f0df27c9a2
official_train,77240,cdd71447fe2eadc2bd9e37b618aa52dd3fb0e49046f01a667285368186b4c64f
official_train,2771391,7c3390cd510151d4c35e560bed6cd2edc61fbbfd852c70af12685166c5cf0dd5
official_train,1154655,695ab9fcd540b3ac1c33ebd1a939fae6cc86f60f85b82c17abfab7c8c95679de
official_train,1357895,be4931ce65f79f1842b2b88c068682412a5073585b34f5c1666899519017591a
official_train,2100814,0df9d0b8f7f7062c4552882c1439112354d6a4cc42a157b0bb2ad27d6a717eb1
official_train,2717537,38e9ee8d2258119d8b720b165b06635ebcbf798a98fe5e3f4ffab1dd8e6bb237
official_train,603859,1bef94ebbce3a1ce1cbaa86edb240eca5f7f541a47569bff3576213a2dc33564
official_train,1203342,5581cb70866c20a04470113251710c96b7882ce8b6d6a665013c5bc0a00e8151
official_train,833828,c4fe8b2160616c2f3781dead60d16b6be41fd57d2be3cea61dd9bd49e5184f2a
official_train,1824748,c2f51c14e9265fff4ee91d194cf81c42a8d95615e3b1f52a769e3388e629fefe
official_train,2232891,19972341b57cacc6d4039d4344acda10dbf0259a7b039a36964c6a82832c2ee2
official_train,2925649,da5d07d6a72a1f745c001845b936ec4c0c367931d684e1977856bc64b6e0372f
official_train,76270,5d2906bfd000baf74ce2743d7641596b64e45277bac3fe8b7507f8b667b1ec35
official_train,1275829,a2a5380f4f280d8a6122147fa872c6eced1fe1e2c08abe7a66ef4cebd3c33803
official_train,3578976,5bf03717260745106074a700c1f8971aaf178e0f11f95c9636944b265b879ef8
official_train,2473763,d17d2a5c15ae338504450777737f324b4e7054690f6ec8158ab96873f8cb43be
official_train,1945836,3f275341666ffb39eff58f10c8440281c2acfa658ccb2a3f0e273d4fd84bdfc3
official_train,1230081,7f2800d6ec3e0d6c7623c5eca9f4511e589df6d212c948e435b31ea076d8cf65
official_train,2341167,4a56c6e9cf5947f4f629df993ba88437f0e60a725a7792e2418f184dfa2b88b6
official_train,833591,c78ca3c12db4a4ca0829dbe2ebaabd7828030a7d75b09582c0f6410d51ce79fe
official_train,2846257,6b094e9ad097b4e410c79c03f0530b16164e7afb0a4d5911e0a450327079df5f
official_train,1913580,1e6daf58658e4cf669bba7e006bb2bdeb49f9b3c81d4e398a719f9795d23b7a3
official_train,2911725,dfb5185b345f14547744f1406e6235f328c408b8417a075bd57975c03e4d5248
official_train,595059,b1a271923595164276bf805e57378cb1533abaa910566278faa7d2e670c8cd6f
official_train,3147395,937128255632c28796f23d5af89657c3ef1716791a2cf4be565fa39e6bdb57ad
official_train,486715,c1a5c95cd76b2a6ac47e4c54188f3cf89140cd662cbbca99e4d710365c264623
official_train,3225041,365dff0e6f324b10aabdf615408221a891554200e00da5166a55b9129b34a786
official_train,1582283,f7cce3c6e01f1a08ed646d12375098d042847c7f2529d83c3f5b3719652b2be2
official_train,1518527,5ec1d638bebdcde83f94a7035c438390eebc13aaa9d90b935594db315fa1e276
official_train,2959626,81c178e1a6dcf04eb1d7173d5b5b9cc69384c7d46199b739cb7b094bb2e31d02
official_train,1888152,810ddb67ec3f18b7f5cfbda18a3ca15275e55c94263a659f7faff0e8d0d4625f
official_train,1969148,0ea94d288f8b649ccc3566e2e662ee688a400e382ab0fb9c6540e973b3886f53
official_train,649256,b5ac45e468c2c1a7703ce323005b15931dbb602b6d976b66c1dc863df73702e1
official_train,2916416,3829197a2f707985ccd1ded5e5689a87de2897e8aab9c25f69582ea61bbc7ee1
official_train,3103217,0ec1399a8dc4714f98d58bd0d02ad54d5d9138d9abcfe1f67e76b82d25195969
official_train,251310,f6f5ce24e728c4a7dce8c7cde20adf983395d1bb277e866e118cd54d758af724
official_train,3525933,4eba99c8d7e92587ea6ed001d0243c01f2f5120d6dda06e3c3f96376762bff67
official_train,3475752,ffb12a30b762b1829c0efeaec92b89befe2364f2860bb6d82cfcb3d8c5a8fd6a
official_train,862737,d571a6e9cc8a9b1d56b4bf5de87463e446022979badf029dea4ce8eb2287712c
official_train,1834974,b300dba89b443bc11ff1d52462591ada281e744d121256c4eba0eb76a6faf7b9
official_train,1627435,73b8d4e3e3a62deb2fbb57822a1c36aa2b6eb350f05601b65aaa1c4958a8f5ea
official_train,1322963,2d26f2426be183672842da130a2ec3f0d7deae80c8ddd576d4d12316b316fc32
official_train,1341410,69c97d7488cb18d8868bf48d68ec757549b967732c1a1ebef64eaedeea658d49
official_train,315764,bd5d3bf2cfde2e0c206fea4bd24c55afd20b32fc9cc36b502706f1b32035f368
official_train,3448062,d481f27b3754962d69dac87ae4d10a9d7929233ef7321e0b9f0e8d9a1b6d1e0c
official_train,776967,ea95263cbea427c99bc3a7c2caa4e7ca49208f0ea469e3a2d3653e693d069489
official_train,2424058,0a9225385d24afc7974b0e8ab6ac9534fedf8bfa0ba2400b27d992d277b6f91b
official_train,1086823,7b81abb51c201c3257282e397019bbce9172777a1912e8dc832223d914ec1534
official_train,209872,087f979bdf10fdf3eaddeb7144b57feacd60ec07e429bd59510c4da732a5d84f
official_train,3555306,64588f334569ed47f2b8a74eb1be6c195b9b0d2d701645ed196bd3ad44ae9f1c
official_train,605820,f63bd68280a72142a26e804b07eee8efe3068ef0087fe8970a549f99f4609b61
official_train,2411400,eb9859f6a8eb1b3a8202249aaadf897e5ac2b3df9c82eb23db5a860f1139d9d6
official_train,1854355,44fa4d27e899b2309e0a09df1b3f216eb522cd770e8bbaec794edd86ac283891
official_train,1700160,70a6c3b802ed291c43a30ede8e259178aff558f7729fb94e35c89ff5b1254d20
official_train,797745,4a47ff31f8e7016e5394c8f205fff9de9b1f9d9abb8ca3c87774c2b0a872a631
official_train,931589,a7854596e2f67fcdd32c693f2b81bc2e9dd1ebe063406104de986080c5ea0807
official_train,1866656,32a6a38d52f2795234b9889a31ede84da9181824a93f3bf041b9c918b911cde4
official_train,546562,8d7f600e7d5d45632c4bda4e539dcf51003122ca60016213c22fce25d1552540
official_train,3002674,1683e7a0be22e2898262b30ab183f256bc6f2ffa478f40789ed14fcb93522b50
official_train,3017405,971de8b5f6b8488e551e0f9ab0a03acca810773f791841424501399bd6e73932
official_train,194031,c6cd37413129061ecf95948e98bd750719cd327633a94de46a7291752c42a23c
official_train,156269,7b9df7d2bc5d6ac4a7fe69ded18470bb177d924267cba6e053b38db93a8356e0
official_train,3135600,0607e9efc63eb9d11b14ad8125f1675c0aad65adc68011cb2afee685b5a9c38b
official_train,2565291,9044be2eb41ca4b8150b390f194cb24e4cf775755b313f4a74453d57046f04d0
